Country / territory of asylum/residence,Origin,Year,Value
United Kingdom of Great Britain and Northern Ireland,Afghanistan,2012,8
United Kingdom of Great Britain and Northern Ireland,Bhutan,2012,146
United Kingdom of Great Britain and Northern Ireland,Dem. Rep. of the Congo,2012,184
United Kingdom of Great Britain and Northern Ireland,Eritrea,2012,9
United Kingdom of Great Britain and Northern Ireland,Ethiopia,2012,349
United Kingdom of Great Britain and Northern Ireland,Iran (Islamic Rep. of),2012,2
United Kingdom of Great Britain and Northern Ireland,Iraq,2012,96
United Kingdom of Great Britain and Northern Ireland,Somalia,2012,156
United Kingdom of Great Britain and Northern Ireland,Sudan,2012,89
United States of America,Afghanistan,2012,578
United States of America,Armenia,2012,8
United States of America,Azerbaijan,2012,12
United States of America,Belarus,2012,66
United States of America,Bhutan,2012,14459
United States of America,Burundi,2012,183
United States of America,Côte d'Ivoire,2012,33
United States of America,Cambodia,2012,1
United States of America,Cameroon,2012,7
United States of America,Canada,2012,1
United States of America,Central African Rep.,2012,107
United States of America,Chad,2012,16
United States of America,China,2012,63
United States of America,Colombia,2012,173
United States of America,Congo,2012,141
United States of America,Cuba,2012,2707
United States of America,Dem. People's Rep. of Korea,2012,23
United States of America,Dem. Rep. of the Congo,2012,2132
United States of America,Egypt,2012,10
United States of America,Eritrea,2012,1817
United States of America,Estonia,2012,1
United States of America,Ethiopia,2012,820
United States of America,Gambia,2012,4
United States of America,Georgia,2012,4
United States of America,Guinea,2012,1
United States of America,India,2012,1
United States of America,Iran (Islamic Rep. of),2012,1974
United States of America,Iraq,2012,16369
United States of America,Jordan,2012,3
United States of America,Kazakhstan,2012,11
United States of America,Kenya,2012,26
United States of America,Kuwait,2012,4
United States of America,Kyrgyzstan,2012,55
United States of America,Lao People's Dem. Rep.,2012,18
United States of America,Liberia,2012,56
United States of America,Libya,2012,5
United States of America,Mali,2012,1
United States of America,Morocco,2012,2
United States of America,Myanmar,2012,15112
United States of America,Nepal,2012,47
United States of America,Niger,2012,4
United States of America,Nigeria,2012,2
United States of America,Pakistan,2012,241
United States of America,Palestinian,2012,177
United States of America,Rep. of Moldova,2012,294
United States of America,Russian Federation,2012,198
United States of America,Rwanda,2012,165
United States of America,Senegal,2012,5
United States of America,Sierra Leone,2012,1
United States of America,Somalia,2012,5891
United States of America,South Africa,2012,1
United States of America,South Sudan,2012,2
United States of America,Sri Lanka,2012,52
United States of America,Sudan,2012,1529
United States of America,Syrian Arab Rep.,2012,41
United States of America,Thailand,2012,3
United States of America,Togo,2012,23
United States of America,Tunisia,2012,1
United States of America,Uganda,2012,20
United States of America,Ukraine,2012,346
United States of America,Uzbekistan,2012,139
United States of America,Venezuela (Bolivarian Republic of),2012,7
United States of America,Viet Nam,2012,87
United States of America,Yemen,2012,7
United States of America,Zambia,2012,2
Uruguay,Colombia,2012,7
Uruguay,Venezuela (Bolivarian Republic of),2012,2
Australia,Afghanistan,2013,2073
Australia,Bhutan,2013,525
Australia,Botswana,2013,7
Australia,Burundi,2013,31
Australia,Côte d'Ivoire,2013,7
Australia,Cambodia,2013,9
Australia,China,2013,17
Australia,Congo,2013,15
Australia,Dem. Rep. of the Congo,2013,444
Australia,Egypt,2013,182
Australia,Eritrea,2013,210
Australia,Ethiopia,2013,203
Australia,Ghana,2013,12
Australia,Guinea,2013,12
Australia,India,2013,90
Australia,Indonesia,2013,6
Australia,Iran (Islamic Rep. of),2013,1241
Australia,Iraq,2013,3894
Australia,Jordan,2013,15
Australia,Kenya,2013,92
Australia,Lebanon,2013,14
Australia,Liberia,2013,23
Australia,Malawi,2013,46
Australia,Malaysia,2013,193
Australia,Mozambique,2013,31
Australia,Myanmar,2013,1725
Australia,Nepal,2013,387
Australia,Pakistan,2013,372
Australia,Rwanda,2013,8
Australia,Saudi Arabia,2013,9
Australia,Sierra Leone,2013,23
Australia,Somalia,2013,289
Australia,Sri Lanka,2013,81
Australia,Sudan,2013,300
Australia,Syrian Arab Rep.,2013,141
Australia,Thailand,2013,392
Australia,Uganda,2013,10
Australia,United Rep. of Tanzania,2013,11
Australia,Zambia,2013,23
Australia,Zimbabwe,2013,6
Belgium,Afghanistan,2013,1
Belgium,Dem. Rep. of the Congo,2013,65
Belgium,Iran (Islamic Rep. of),2013,1
Belgium,Liberia,2013,2
Belgium,United Rep. of Tanzania,2013,31
Brazil,Colombia,2013,56
Brazil,Ecuador,2013,5
Brazil,Venezuela (Bolivarian Republic of),2013,1
Canada,Afghanistan,2013,1072
Canada,Albania,2013,2
Canada,Azerbaijan,2013,1
Canada,Bhutan,2013,478
Canada,Burundi,2013,66
Canada,Côte d'Ivoire,2013,8
Canada,Cambodia,2013,5
Canada,Cameroon,2013,2
Canada,Central African Rep.,2013,148
Canada,Chad,2013,21
Canada,China,2013,5
Canada,Colombia,2013,312
Canada,Congo,2013,3
Canada,Cuba,2013,26
Canada,Dem. Rep. of the Congo,2013,1323
Canada,Djibouti,2013,4
Canada,Dominican Rep.,2013,1
Canada,Ecuador,2013,5
Canada,Egypt,2013,39
Canada,Equatorial Guinea,2013,9
Canada,Eritrea,2013,1361
Canada,Ethiopia,2013,805
Canada,Greece,2013,7
Canada,Guatemala,2013,3
Canada,Haiti,2013,84
Canada,India,2013,7
Canada,Indonesia,2013,1
Canada,Iran (Islamic Rep. of),2013,677
Canada,Iraq,2013,3394
Canada,Israel,2013,6
Canada,Italy,2013,1
Canada,Jordan,2013,6
Canada,Kazakhstan,2013,1
Canada,Kenya,2013,10
Canada,Kuwait,2013,2
Canada,Lebanon,2013,18
Canada,Liberia,2013,11
Canada,Libya,2013,11
Canada,Mexico,2013,2
Canada,Morocco,2013,3
Canada,Myanmar,2013,215
Canada,Nicaragua,2013,1
Canada,Nigeria,2013,3
Canada,Oman,2013,1
Canada,Pakistan,2013,101
Canada,Palestinian,2013,16
Canada,Russian Federation,2013,1
Canada,Rwanda,2013,96
Canada,Saudi Arabia,2013,4
Canada,Sierra Leone,2013,15
Canada,Somalia,2013,1457
Canada,South Africa,2013,3
Canada,Sri Lanka,2013,42
Canada,Stateless,2013,62
Canada,Sudan,2013,87
Canada,Syrian Arab Rep.,2013,45
Canada,Thailand,2013,1
Canada,Togo,2013,1
Canada,Tunisia,2013,2
Canada,Turkey,2013,16
Canada,Uganda,2013,16
Canada,Ukraine,2013,2
Canada,United Rep. of Tanzania,2013,1
Canada,United States of America,2013,1
Canada,Various/unknown,2013,27
Canada,Venezuela (Bolivarian Republic of),2013,1
Canada,Yemen,2013,11
Canada,Zambia,2013,2
Canada,Zimbabwe,2013,3
Czech Rep.,Sri Lanka,2013,1
Denmark,Afghanistan,2013,1
Denmark,Burundi,2013,1
Denmark,Côte d'Ivoire,2013,3
Denmark,Colombia,2013,129
Denmark,Dem. Rep. of the Congo,2013,142
Denmark,Eritrea,2013,17
Denmark,Ethiopia,2013,3
Denmark,Iran (Islamic Rep. of),2013,1
Denmark,Russian Federation,2013,1
Denmark,Rwanda,2013,12
Denmark,Somalia,2013,57
Denmark,Stateless,2013,119
Denmark,Sudan,2013,28
Denmark,Syrian Arab Rep.,2013,1
Finland,Afghanistan,2013,254
Finland,Côte d'Ivoire,2013,1
Finland,China,2013,6
Finland,Dem. Rep. of the Congo,2013,59
Finland,Eritrea,2013,46
Finland,Ethiopia,2013,1
Finland,Iran (Islamic Rep. of),2013,86
Finland,Iraq,2013,16
Finland,Jordan,2013,1
Finland,Myanmar,2013,105
Finland,Pakistan,2013,6
Finland,Russian Federation,2013,2
Finland,Rwanda,2013,1
Finland,Somalia,2013,57
Finland,Sri Lanka,2013,18
Finland,Stateless,2013,14
Finland,Various/unknown,2013,1
France,Afghanistan,2013,16
France,Angola,2013,2
France,Burundi,2013,2
France,Côte d'Ivoire,2013,1
France,Central African Rep.,2013,1
France,Cuba,2013,1
France,Dem. Rep. of the Congo,2013,20
France,Eritrea,2013,1
France,Ethiopia,2013,12
France,Guinea,2013,1
France,Iran (Islamic Rep. of),2013,1
France,Iraq,2013,1
France,Pakistan,2013,10
France,Russian Federation,2013,4
France,Rwanda,2013,4
France,Somalia,2013,2
France,Sri Lanka,2013,6
France,Sudan,2013,2
France,United Rep. of Tanzania,2013,1
France,Uzbekistan,2013,1
Germany,Iran (Islamic Rep. of),2013,116
Germany,Iraq,2013,175
Germany,Syrian Arab Rep.,2013,2
Hungary,Syrian Arab Rep.,2013,1
Ireland,Afghanistan,2013,31
Ireland,Dem. Rep. of the Congo,2013,31
Ireland,Palestinian,2013,4
Ireland,Somalia,2013,5
Ireland,Sudan,2013,5
Japan,Myanmar,2013,18
Netherlands,Afghanistan,2013,2
Netherlands,China,2013,3
Netherlands,Colombia,2013,1
Netherlands,Congo,2013,84
Netherlands,Eritrea,2013,63
Netherlands,Ethiopia,2013,3
Netherlands,Iraq,2013,39
Netherlands,Lao People's Dem. Rep.,2013,1
Netherlands,Myanmar,2013,30
Netherlands,Pakistan,2013,34
Netherlands,Russian Federation,2013,1
Netherlands,Senegal,2013,2
Netherlands,Somalia,2013,2
Netherlands,Sri Lanka,2013,14
Netherlands,Sudan,2013,11
Netherlands,Syrian Arab Rep.,2013,14
Netherlands,Uganda,2013,3
Netherlands,Uzbekistan,2013,4
New Zealand,Afghanistan,2013,127
New Zealand,Bhutan,2013,147
New Zealand,China,2013,5
New Zealand,Colombia,2013,47
New Zealand,Dem. Rep. of the Congo,2013,5
New Zealand,Ecuador,2013,9
New Zealand,Eritrea,2013,21
New Zealand,Ethiopia,2013,2
New Zealand,Indonesia,2013,2
New Zealand,Iran (Islamic Rep. of),2013,5
New Zealand,Iraq,2013,105
New Zealand,Myanmar,2013,246
New Zealand,Nepal,2013,3
New Zealand,Palestinian,2013,24
New Zealand,Somalia,2013,2
New Zealand,Sri Lanka,2013,79
New Zealand,Sudan,2013,11
Norway,Afghanistan,2013,249
Norway,Burundi,2013,7
Norway,Colombia,2013,65
Norway,Congo,2013,200
Norway,Ecuador,2013,10
Norway,Eritrea,2013,37
Norway,Ethiopia,2013,15
Norway,Guinea,2013,1
Norway,Iran (Islamic Rep. of),2013,121
Norway,Myanmar,2013,13
Norway,Nepal,2013,1
Norway,Rwanda,2013,6
Norway,Somalia,2013,212
Norway,Stateless,2013,4
Norway,Sudan,2013,3
Norway,Syrian Arab Rep.,2013,2
Norway,Uganda,2013,1
Norway,Viet Nam,2013,1
Philippines,Cambodia,2013,13
Philippines,Palestinian,2013,3
Philippines,Somalia,2013,1
Philippines,Sri Lanka,2013,1
Philippines,Syrian Arab Rep.,2013,1
Portugal,Iran (Islamic Rep. of),2013,2
Portugal,Somalia,2013,1
Portugal,Sudan,2013,3
Sweden,Afghanistan,2013,219
Sweden,Bahrain,2013,1
Sweden,Burundi,2013,3
Sweden,Central African Rep.,2013,3
Sweden,China,2013,1
Sweden,Colombia,2013,157
Sweden,Cuba,2013,1
Sweden,Dem. Rep. of the Congo,2013,158
Sweden,Eritrea,2013,407
Sweden,Ethiopia,2013,26
Sweden,Iran (Islamic Rep. of),2013,9
Sweden,Iraq,2013,6
Sweden,Libya,2013,2
Sweden,Mauritania,2013,9
Sweden,Myanmar,2013,10
Sweden,Namibia,2013,13
Sweden,Pakistan,2013,3
Sweden,Philippines,2013,1
Sweden,Russian Federation,2013,2
Sweden,Rwanda,2013,8
Sweden,Senegal,2013,7
Sweden,Somalia,2013,355
Sweden,South Sudan,2013,2
Sweden,Sri Lanka,2013,9
Sweden,Stateless,2013,35
Sweden,Sudan,2013,73
Sweden,Syrian Arab Rep.,2013,362
Sweden,Tajikistan,2013,11
Sweden,Uzbekistan,2013,7
Sweden,Various/unknown,2013,2
United Kingdom of Great Britain and Northern Ireland,Bhutan,2013,101
United Kingdom of Great Britain and Northern Ireland,Congo,2013,208
United Kingdom of Great Britain and Northern Ireland,Eritrea,2013,4
United Kingdom of Great Britain and Northern Ireland,Ethiopia,2013,34
United Kingdom of Great Britain and Northern Ireland,Iran (Islamic Rep. of),2013,5
United Kingdom of Great Britain and Northern Ireland,Iraq,2013,132
United Kingdom of Great Britain and Northern Ireland,Pakistan,2013,1
United Kingdom of Great Britain and Northern Ireland,Rwanda,2013,1
United Kingdom of Great Britain and Northern Ireland,Somalia,2013,321
United Kingdom of Great Britain and Northern Ireland,Stateless,2013,1
United Kingdom of Great Britain and Northern Ireland,Sudan,2013,158
United States of America,Afghanistan,2013,678
United States of America,Algeria,2013,2
United States of America,Angola,2013,6
United States of America,Armenia,2013,3
United States of America,Azerbaijan,2013,3
United States of America,Bangladesh,2013,1
United States of America,Belgium,2013,10
United States of America,Bhutan,2013,9051
United States of America,Bulgaria,2013,1
United States of America,Burundi,2013,166
United States of America,Côte d'Ivoire,2013,29
United States of America,Cambodia,2013,42
United States of America,Central African Rep.,2013,316
United States of America,Chad,2013,28
United States of America,China,2013,97
United States of America,Colombia,2013,186
United States of America,Congo,2013,117
United States of America,Cuba,2013,4101
United States of America,Dem. People's Rep. of Korea,2013,14
United States of America,Dem. Rep. of the Congo,2013,2623
United States of America,Egypt,2013,13
United States of America,Eritrea,2013,1418
United States of America,Ethiopia,2013,672
United States of America,Gambia,2013,9
United States of America,Georgia,2013,1
United States of America,Guinea,2013,8
United States of America,India,2013,11
United States of America,Indonesia,2013,6
United States of America,Iran (Islamic Rep. of),2013,2535
United States of America,Iraq,2013,18567
United States of America,Jordan,2013,63
United States of America,Kazakhstan,2013,5
United States of America,Kenya,2013,8
United States of America,Kuwait,2013,11
United States of America,Kyrgyzstan,2013,7
United States of America,Lebanon,2013,4
United States of America,Liberia,2013,81
United States of America,Libya,2013,1
United States of America,Mali,2013,1
United States of America,Morocco,2013,1
United States of America,Myanmar,2013,14580
United States of America,Nepal,2013,101
United States of America,Nigeria,2013,6
United States of America,Pakistan,2013,159
United States of America,Palestinian,2013,162
United States of America,Philippines,2013,1
United States of America,Rep. of Moldova,2013,75
United States of America,Russian Federation,2013,93
United States of America,Rwanda,2013,125
United States of America,Senegal,2013,2
United States of America,Sierra Leone,2013,3
United States of America,Somalia,2013,7450
United States of America,South Sudan,2013,34
United States of America,Sri Lanka,2013,88
United States of America,Sudan,2013,2044
United States of America,Syrian Arab Rep.,2013,45
United States of America,Tajikistan,2013,4
United States of America,Thailand,2013,4
United States of America,Togo,2013,15
United States of America,Tunisia,2013,1
United States of America,Turkmenistan,2013,8
United States of America,Uganda,2013,9
United States of America,Ukraine,2013,209
United States of America,United Rep. of Tanzania,2013,1
United States of America,Uzbekistan,2013,39
United States of America,Various/unknown,2013,15
United States of America,Viet Nam,2013,63
United States of America,Yemen,2013,5
United States of America,Zimbabwe,2013,12
Uruguay,Colombia,2013,14
Argentina,Colombia,2014,20
Argentina,Ecuador,2014,1
Australia,Afghanistan,2014,1874
Australia,Algeria,2014,1
Australia,Benin,2014,3
Australia,Bhutan,2014,315
Australia,Burundi,2014,48
Australia,Côte d'Ivoire,2014,28
Australia,China,2014,4
Australia,Congo,2014,3
Australia,Dem. Rep. of the Congo,2014,216
Australia,Djibouti,2014,6
Australia,Egypt,2014,105
Australia,Eritrea,2014,277
Australia,Ethiopia,2014,176
Australia,Ghana,2014,6
Australia,Guinea,2014,14
Australia,India,2014,191
Australia,Indonesia,2014,10
Australia,Iran (Islamic Rep. of),2014,739
Australia,Iraq,2014,2335
Australia,Jordan,2014,20
Australia,Kenya,2014,47
Australia,Kuwait,2014,12
Australia,Lebanon,2014,65
Australia,Liberia,2014,59
Australia,Libya,2014,8
Australia,Malawi,2014,4
Australia,Malaysia,2014,144
Australia,Myanmar,2014,1292
Australia,Nepal,2014,223
Australia,Pakistan,2014,325
Australia,Palestinian,2014,4
Australia,Rwanda,2014,10
Australia,Saudi Arabia,2014,11
Australia,Sierra Leone,2014,48
Australia,Somalia,2014,186
Australia,South Africa,2014,9
Australia,South Sudan,2014,115
Australia,Sri Lanka,2014,20
Australia,Sudan,2014,128
Australia,Syrian Arab Rep.,2014,1820
Australia,Thailand,2014,434
Australia,Tibetan,2014,109
Australia,Togo,2014,7
Australia,Turkey,2014,18
Australia,Uganda,2014,51
Australia,United Arab Emirates,2014,10
Australia,United Rep. of Tanzania,2014,9
Australia,Venezuela (Bolivarian Republic of),2014,1
Australia,Viet Nam,2014,1
Australia,Zambia,2014,20
Australia,Zimbabwe,2014,9
Austria,Syrian Arab Rep.,2014,388
Belgium,Dem. Rep. of the Congo,2014,6
Belgium,Syrian Arab Rep.,2014,28
Brazil,Colombia,2014,24
Brazil,Sri Lanka,2014,11
Brazil,Syrian Arab Rep.,2014,1
Canada,Afghanistan,2014,642
Canada,Algeria,2014,1
Canada,Bangladesh,2014,4
Canada,Bhutan,2014,352
Canada,Burundi,2014,256
Canada,Côte d'Ivoire,2014,37
Canada,Cameroon,2014,6
Canada,Central African Rep.,2014,109
Canada,Chad,2014,10
Canada,China,2014,15
Canada,Colombia,2014,204
Canada,Congo,2014,2
Canada,Cuba,2014,23
Canada,Dem. Rep. of the Congo,2014,1066
Canada,Ecuador,2014,6
Canada,Egypt,2014,34
Canada,Eritrea,2014,1602
Canada,Ethiopia,2014,603
Canada,Ghana,2014,1
Canada,Greece,2014,2
Canada,Guinea,2014,1
Canada,India,2014,18
Canada,Indonesia,2014,1
Canada,Iran (Islamic Rep. of),2014,1080
Canada,Iraq,2014,2772
Canada,Israel,2014,3
Canada,Jamaica,2014,1
Canada,Jordan,2014,9
Canada,Kenya,2014,11
Canada,Kuwait,2014,1
Canada,Lebanon,2014,55
Canada,Liberia,2014,10
Canada,Libya,2014,6
Canada,Malaysia,2014,6
Canada,Mauritania,2014,2
Canada,Morocco,2014,6
Canada,Myanmar,2014,388
Canada,Namibia,2014,2
Canada,Nepal,2014,16
Canada,Pakistan,2014,160
Canada,Palestinian,2014,24
Canada,Philippines,2014,4
Canada,Russian Federation,2014,7
Canada,Rwanda,2014,66
Canada,Saint Lucia,2014,1
Canada,Saudi Arabia,2014,3
Canada,Senegal,2014,2
Canada,Serbia and Kosovo: S/RES/1244 (1999),2014,10
Canada,Sierra Leone,2014,18
Canada,Somalia,2014,1051
Canada,South Africa,2014,3
Canada,South Sudan,2014,21
Canada,Sri Lanka,2014,25
Canada,Stateless,2014,193
Canada,Sudan,2014,166
Canada,Syrian Arab Rep.,2014,1083
Canada,Togo,2014,10
Canada,Turkey,2014,4
Canada,Uganda,2014,13
Canada,United Kingdom of Great Britain and Northern Ireland,2014,2
Canada,United Rep. of Tanzania,2014,1
Canada,Uruguay,2014,1
Canada,Uzbekistan,2014,1
Canada,Viet Nam,2014,27
Canada,Yemen,2014,10
Canada,Zambia,2014,2
Canada,Zimbabwe,2014,6
Czech Rep.,China,2014,4
Czech Rep.,Sri Lanka,2014,1
Denmark,Côte d'Ivoire,2014,1
Denmark,Cambodia,2014,3
Denmark,Central African Rep.,2014,12
Denmark,Colombia,2014,101
Denmark,Congo,2014,31
Denmark,Ecuador,2014,5
Denmark,Eritrea,2014,5
Denmark,Iraq,2014,2
Denmark,Somalia,2014,23
Denmark,Stateless,2014,8
Denmark,Sudan,2014,26
Denmark,Syrian Arab Rep.,2014,124
Denmark,Viet Nam,2014,3
Finland,Afghanistan,2014,233
Finland,Burundi,2014,4
Finland,Cuba,2014,1
Finland,Dem. People's Rep. of Korea,2014,2
Finland,Dem. Rep. of the Congo,2014,189
Finland,Eritrea,2014,2
Finland,Ethiopia,2014,13
Finland,Iran (Islamic Rep. of),2014,85
Finland,Iraq,2014,11
Finland,Rwanda,2014,1
Finland,Somalia,2014,18
Finland,Sri Lanka,2014,1
Finland,Stateless,2014,8
Finland,Sudan,2014,75
Finland,Syrian Arab Rep.,2014,431
Finland,Various/unknown,2014,15
France,Afghanistan,2014,18
France,Burundi,2014,1
France,Côte d'Ivoire,2014,4
France,Central African Rep.,2014,1
France,Chad,2014,1
France,Congo,2014,1
France,Dem. Rep. of the Congo,2014,12
France,Ethiopia,2014,4
France,Iran (Islamic Rep. of),2014,1
France,Iraq,2014,2
France,Kazakhstan,2014,1
France,Nepal,2014,1
France,Palestinian,2014,3
France,Russian Federation,2014,3
France,Rwanda,2014,7
France,Somalia,2014,5
France,Sri Lanka,2014,3
France,Sudan,2014,2
France,Syrian Arab Rep.,2014,40
Germany,Afghanistan,2014,16
Germany,China,2014,3
Germany,Ethiopia,2014,1
Germany,Iran (Islamic Rep. of),2014,6
Germany,Iraq,2014,103
Germany,Somalia,2014,31
Germany,South Sudan,2014,1
Germany,Sri Lanka,2014,59
Germany,Stateless,2014,58
Germany,Sudan,2014,2
Ireland,Dem. Rep. of the Congo,2014,7
Ireland,Syrian Arab Rep.,2014,89
Japan,Myanmar,2014,23
Liechtenstein,Syrian Arab Rep.,2014,5
Luxembourg,Syrian Arab Rep.,2014,28
Netherlands,Azerbaijan,2014,3
Netherlands,Burundi,2014,1
Netherlands,Cambodia,2014,13
Netherlands,China,2014,19
Netherlands,Congo,2014,13
Netherlands,Cuba,2014,9
Netherlands,Dem. Rep. of the Congo,2014,27
Netherlands,Eritrea,2014,189
Netherlands,Ethiopia,2014,66
Netherlands,Iran (Islamic Rep. of),2014,7
Netherlands,Iraq,2014,44
Netherlands,Kenya,2014,2
Netherlands,Myanmar,2014,2
Netherlands,Pakistan,2014,35
Netherlands,Palestinian,2014,1
Netherlands,Russian Federation,2014,1
Netherlands,Rwanda,2014,1
Netherlands,Somalia,2014,1
Netherlands,South Sudan,2014,8
Netherlands,Sri Lanka,2014,15
Netherlands,Stateless,2014,9
Netherlands,Syrian Arab Rep.,2014,243
Netherlands,Uganda,2014,6
Netherlands,Various/unknown,2014,68
Netherlands,Viet Nam,2014,8
New Zealand,Afghanistan,2014,104
New Zealand,Bhutan,2014,77
New Zealand,China,2014,1
New Zealand,Colombia,2014,166
New Zealand,Dem. Rep. of the Congo,2014,4
New Zealand,Ecuador,2014,30
New Zealand,Eritrea,2014,12
New Zealand,India,2014,1
New Zealand,Indonesia,2014,1
New Zealand,Iran (Islamic Rep. of),2014,8
New Zealand,Iraq,2014,16
New Zealand,Liberia,2014,4
New Zealand,Myanmar,2014,177
New Zealand,Nepal,2014,9
New Zealand,Palestinian,2014,18
New Zealand,Somalia,2014,17
New Zealand,Sri Lanka,2014,70
New Zealand,Stateless,2014,4
New Zealand,Sudan,2014,4
New Zealand,Syrian Arab Rep.,2014,14
Norway,Afghanistan,2014,26
Norway,Azerbaijan,2014,1
Norway,Bhutan,2014,6
Norway,Congo,2014,78
Norway,Djibouti,2014,1
Norway,Eritrea,2014,203
Norway,Ethiopia,2014,6
Norway,Iran (Islamic Rep. of),2014,21
Norway,Iraq,2014,19
Norway,Kenya,2014,1
Norway,Libya,2014,8
Norway,Rwanda,2014,7
Norway,Somalia,2014,97
Norway,Stateless,2014,12
Norway,Sudan,2014,13
Norway,Syrian Arab Rep.,2014,785
Norway,Uganda,2014,2
Philippines,Cambodia,2014,3
Philippines,Iraq,2014,1
Philippines,Palestinian,2014,13
Philippines,Stateless,2014,9
Philippines,Syrian Arab Rep.,2014,4
Philippines,Uganda,2014,7
Philippines,Viet Nam,2014,12
Portugal,Côte d'Ivoire,2014,8
Portugal,Cameroon,2014,1
Portugal,Dem. Rep. of the Congo,2014,2
Portugal,Iran (Islamic Rep. of),2014,2
Portugal,Senegal,2014,1
Romania,Iraq,2014,40
Sweden,Afghanistan,2014,328
Sweden,Burundi,2014,4
Sweden,Côte d'Ivoire,2014,6
Sweden,Central African Rep.,2014,9
Sweden,China,2014,2
Sweden,Colombia,2014,115
Sweden,Congo,2014,3
Sweden,Dem. Rep. of the Congo,2014,226
Sweden,Djibouti,2014,1
Sweden,Egypt,2014,3
Sweden,El Salvador,2014,10
Sweden,Eritrea,2014,229
Sweden,Ethiopia,2014,20
Sweden,Ghana,2014,1
Sweden,Iran (Islamic Rep. of),2014,8
Sweden,Iraq,2014,9
Sweden,Pakistan,2014,5
Sweden,Rwanda,2014,1
Sweden,Somalia,2014,162
Sweden,South Sudan,2014,6
Sweden,Stateless,2014,77
Sweden,Sudan,2014,8
Sweden,Syrian Arab Rep.,2014,714
Sweden,Turkey,2014,2
Sweden,Uganda,2014,15
Sweden,Zimbabwe,2014,7
Switzerland,Dem. Rep. of the Congo,2014,7
Switzerland,Iraq,2014,2
Switzerland,Somalia,2014,8
Switzerland,Syrian Arab Rep.,2014,113
Switzerland,Various/unknown,2014,22
United Kingdom of Great Britain and Northern Ireland,Dem. Rep. of the Congo,2014,202
United Kingdom of Great Britain and Northern Ireland,Eritrea,2014,3
United Kingdom of Great Britain and Northern Ireland,Ethiopia,2014,79
United Kingdom of Great Britain and Northern Ireland,Iraq,2014,113
United Kingdom of Great Britain and Northern Ireland,Palestinian,2014,1
United Kingdom of Great Britain and Northern Ireland,Somalia,2014,240
United Kingdom of Great Britain and Northern Ireland,Sudan,2014,4
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2014,143
United Kingdom of Great Britain and Northern Ireland,Various/unknown,2014,2
United States of America,Afghanistan,2014,696
United States of America,Armenia,2014,45
United States of America,Azerbaijan,2014,21
United States of America,Bangladesh,2014,2
United States of America,Belarus,2014,60
United States of America,Bhutan,2014,7476
United States of America,Burundi,2014,133
United States of America,Côte d'Ivoire,2014,39
United States of America,Cambodia,2014,34
United States of America,Cameroon,2014,9
United States of America,Central African Rep.,2014,200
United States of America,Chad,2014,31
United States of America,China,2014,50
United States of America,Colombia,2014,461
United States of America,Congo,2014,58
United States of America,Cuba,2014,3703
United States of America,Dem. People's Rep. of Korea,2014,15
United States of America,Dem. Rep. of the Congo,2014,5128
United States of America,Ecuador,2014,23
United States of America,Egypt,2014,17
United States of America,Eritrea,2014,1409
United States of America,Ethiopia,2014,687
United States of America,Gabon,2014,3
United States of America,Gambia,2014,1
United States of America,Georgia,2014,15
United States of America,Ghana,2014,2
United States of America,Guinea,2014,10
United States of America,Haiti,2014,4
United States of America,India,2014,23
United States of America,Indonesia,2014,18
United States of America,Iran (Islamic Rep. of),2014,2830
United States of America,Iraq,2014,20337
United States of America,Jordan,2014,25
United States of America,Kazakhstan,2014,46
United States of America,Kenya,2014,17
United States of America,Kuwait,2014,15
United States of America,Kyrgyzstan,2014,17
United States of America,Lao People's Dem. Rep.,2014,2
United States of America,Lebanon,2014,7
United States of America,Liberia,2014,28
United States of America,Libya,2014,1
United States of America,Mali,2014,2
United States of America,Mauritania,2014,4
United States of America,Morocco,2014,1
United States of America,Myanmar,2014,15971
United States of America,Nepal,2014,126
United States of America,Pakistan,2014,229
United States of America,Palestinian,2014,140
United States of America,Philippines,2014,4
United States of America,Russian Federation,2014,198
United States of America,Rwanda,2014,51
United States of America,Saudi Arabia,2014,2
United States of America,Sierra Leone,2014,10
United States of America,Singapore,2014,3
United States of America,Somalia,2014,10057
United States of America,South Africa,2014,3
United States of America,Sri Lanka,2014,68
United States of America,Sudan,2014,1043
United States of America,Syrian Arab Rep.,2014,271
United States of America,Thailand,2014,8
United States of America,The former Yugoslav Rep. of Macedonia,2014,241
United States of America,Togo,2014,25
United States of America,Tunisia,2014,2
United States of America,Turkmenistan,2014,2
United States of America,Uganda,2014,22
United States of America,Ukraine,2014,667
United States of America,United Kingdom of Great Britain and Northern Ireland,2014,1
United States of America,Uzbekistan,2014,65
United States of America,Viet Nam,2014,80
United States of America,Yemen,2014,14
United States of America,Zimbabwe,2014,3
Uruguay,Colombia,2014,10
Uruguay,Syrian Arab Rep.,2014,43
Australia,Afghanistan,2015,1089
Australia,Bhutan,2015,177
Australia,Botswana,2015,13
Australia,Burundi,2015,35
Australia,Côte d'Ivoire,2015,1
Australia,Congo,2015,2
Australia,Cyprus,2015,1
Australia,Dem. Rep. of the Congo,2015,358
Australia,Djibouti,2015,3
Australia,Egypt,2015,48
Australia,Eritrea,2015,315
Australia,Ethiopia,2015,269
Australia,Ghana,2015,1
Australia,Greece,2015,1
